epoch,domain_classifier_acc,domain_classifier_loss,label_predictor_acc,label_predictor_loss,loss,val_domain_classifier_acc,val_domain_classifier_loss,val_label_predictor_acc,val_label_predictor_loss,val_loss
16,0.9173,0.22402763488292693,0.8795,0.42805358729362486,0.6520812226295472,0.806,0.38702385835647585,0.8596,0.4760053587913513,0.8630292184829712
17,0.8819,0.2951798253536224,0.8665,0.4582164582014084,0.7533962839126587,0.8656,0.33329878988265993,0.8512,0.5157366158515215,0.8490354038238526
18,0.8171,0.44121899738311765,0.8108,0.6764441766262055,1.1176631750106811,0.8608,0.37624978680610655,0.8396,0.6119089372634887,0.9881587255954742
19,0.8236,0.40340527205467225,0.8348,0.5663775086402894,0.9697827807426452,0.7152,0.5295885873794556,0.8428,0.5289036487579346,1.0584922338485718
20,0.8056,0.4336553587436676,0.8182,0.59682976770401,1.0304851252555847,0.6708,0.6143152832984924,0.8524,0.5421902119636536,1.156505495262146
21,0.7796,0.48552411985397337,0.8,0.6375466039657592,1.1230707235336304,0.7452,0.5316725191116333,0.8564,0.5344451381683349,1.0661176559448242
22,0.8041,0.4442351115226746,0.8469,0.5130332100391388,0.957268321609497,0.598,0.7354612500190735,0.8568,0.5348868760108948,1.2703481267929078
23,0.7713,0.48670416688919066,0.8311,0.5657467796802521,1.0524509481430053,0.6608,0.6292207166671753,0.8088,0.6576106410980225,1.286831365966797
24,0.7732,0.4828819947242737,0.8416,0.5358061264038086,1.0186881185531615,0.6172,0.6451339303016662,0.8384,0.5538818701744079,1.199015797805786
25,0.7652,0.49192066354751585,0.8342,0.5593354389190673,1.0512561019897462,0.7568,0.503995448923111,0.8504,0.5190730941772461,1.0230685388565064
26,0.7619,0.4975216199398041,0.8456,0.5080512495994568,1.0055728677749634,0.6516,0.6361255128860474,0.8424,0.5445783692359925,1.180703881072998
27,0.7394,0.5291068598270416,0.837,0.5375839217662811,1.0666907827377319,0.7692,0.5082626806259155,0.848,0.5271122476577759,1.0353749271392823
28,0.7489,0.5120722357273102,0.8449,0.5105864445209504,1.0226586784362792,0.6088,0.6708749307632447,0.7004,1.0544989574432373,1.7253738893508912
29,0.7284,0.5372241741657257,0.837,0.5366000791072846,1.0738242503166198,0.6736,0.6198663743019104,0.834,0.5951459011077881,1.2150122760772706
30,0.7273,0.5395983997821808,0.8405,0.5314698707580566,1.0710682716369628,0.7324,0.5491446875095367,0.8456,0.5319967916488647,1.0811414783477784
31,0.7111,0.5576647192001343,0.8385,0.5284275717496872,1.0860922883987427,0.5968,0.6919144723892212,0.8488,0.5601959592342377,1.2521104351043701
32,0.7276,0.5432063661575317,0.8508,0.49074959552288056,1.033955962753296,0.5532,0.7526992059707641,0.8356,0.6257196830272674,1.3784188892364502
33,0.7237,0.543931896018982,0.8526,0.49250633382797243,1.0364382286071778,0.7432,0.5371534530639649,0.8516,0.5348888625383377,1.0720423184394836
34,0.715,0.5494541488647461,0.8532,0.49695632898807524,1.0464104782104493,0.6696,0.6065526075363159,0.8388,0.5918354272067546,1.19838803358078
35,0.6951,0.5803344680786133,0.8432,0.5135902817249298,1.0939247476577758,0.5252,0.7054049980640411,0.8352,0.5629041196346283,1.2683091184616089
36,0.685,0.5765931871414185,0.8427,0.5206441058874131,1.0972372919082642,0.6672,0.612849127817154,0.8604,0.49033264492750167,1.1031817700386046
37,0.704,0.5670453018188476,0.8533,0.48456529150009153,1.051610598564148,0.5572,0.6712774621963501,0.8344,0.5622236110687255,1.233501069831848
38,0.6886,0.5812331472873687,0.8429,0.5172840351819992,1.0985171845436097,0.5604,0.7573243963241577,0.85,0.5253191569328308,1.2826435485839844
39,0.6841,0.5961185716629028,0.8525,0.4941739469051361,1.0902925189971924,0.6068,0.6682075751304627,0.8312,0.56867354388237,1.2368811193466187
40,0.6869,0.5787382369041443,0.8522,0.4794463225603104,1.058184556388855,0.6676,0.6127364062309265,0.8428,0.5532601068146527,1.1659965113639832
41,0.682,0.5898426218986511,0.8546,0.4821811755180359,1.072023800086975,0.6396,0.622715337562561,0.8572,0.5013851390838623,1.1241004806518555
42,0.6748,0.5926370186805725,0.8484,0.4963389578819275,1.0889759801864625,0.674,0.6052421356201172,0.8632,0.46649355392456054,1.0717356874465942
43,0.6696,0.5953089913368225,0.8566,0.4845189308643341,1.0798279207229615,0.5932,0.6315392059326171,0.846,0.5162958813786507,1.1478350838661193
44,0.6838,0.5872897708892822,0.8576,0.4768341503143311,1.064123921394348,0.6412,0.6685706840038299,0.8596,0.4972298260092735,1.1658005083084106
45,0.6805,0.5886788412094116,0.8569,0.4789259336709976,1.0676047748565674,0.6068,0.642432005405426,0.8544,0.5064557426452637,1.1488877532958985
46,0.6698,0.5972791085243225,0.8561,0.480443042075634,1.0777221500396728,0.644,0.6326304866790772,0.8668,0.4649984570890665,1.0976289443016052
47,0.6704,0.5965119178771973,0.8448,0.5011512500524521,1.0976631681442262,0.6156,0.6550235777854919,0.8496,0.5241291120529175,1.179152688217163
48,0.6906,0.5778088696479797,0.8516,0.4845150279760361,1.0623238981246947,0.6868,0.5880384828567505,0.8592,0.5022852515935898,1.090323733329773
49,0.6874,0.5831988599777221,0.856,0.4686629110097885,1.051861770439148,0.6668,0.6040258674621583,0.8712,0.4644247503042221,1.0684506113052368
50,0.6767,0.5907078511238099,0.8628,0.4604748008012772,1.051182651901245,0.6472,0.622695982170105,0.8608,0.48529870529174807,1.1079946802139282
51,0.68,0.5920116961479187,0.8595,0.4533060195446014,1.0453177171707153,0.6104,0.6540245845794678,0.8456,0.5316682647705078,1.1856928470611572
52,0.6588,0.6075484649658203,0.845,0.5055794321060181,1.1131278953552246,0.5556,0.6641813124179841,0.8488,0.5123909584879875,1.1765722695827485
53,0.6786,0.5966523740768432,0.8569,0.4736199350833893,1.0702723083496093,0.6652,0.6069774150848388,0.8564,0.5022762402772903,1.1092536549568177
54,0.6704,0.5975993105888366,0.8547,0.472252138376236,1.0698514492034912,0.596,0.6498377040863037,0.848,0.5089648572921753,1.1588025609970092
55,0.6603,0.6101002055168152,0.8576,0.4692830668449402,1.0793832723617554,0.6408,0.6287331739425659,0.8612,0.48621253304481504,1.1149457048416138
56,0.6693,0.5981193746566772,0.8574,0.46439087290763853,1.0625102447509767,0.612,0.6516209557056427,0.8472,0.5648392748832702,1.2164602361679078
57,0.6766,0.5922883099555969,0.8592,0.4574775938510895,1.0497659008026123,0.5884,0.6725269667625428,0.8608,0.4738578085899353,1.1463847801208495
58,0.6701,0.5968245076179505,0.8589,0.4513268699645996,1.048151375770569,0.6004,0.6577598947525024,0.8568,0.5128503787994385,1.170610270500183
59,0.6549,0.6108678612709045,0.8524,0.4772445304632187,1.0881123947143554,0.652,0.6358282865524292,0.8512,0.5386163941383362,1.1744446799278259
60,0.6714,0.5971975131988525,0.8579,0.4578240934371948,1.0550216073989869,0.5276,0.7284666730880738,0.8524,0.48954738545417786,1.2180140563964843
61,0.659,0.610363491821289,0.8619,0.4506843727111816,1.0610478662490845,0.7008,0.579804612827301,0.8556,0.4997975619316101,1.0796021781921388
62,0.6524,0.6190340799331665,0.8451,0.5158930986046791,1.1349271787643433,0.606,0.6590638038635254,0.8532,0.5163221769332885,1.175385978126526
63,0.6675,0.6012826835632324,0.8537,0.4635584450006485,1.0648411289215087,0.5744,0.6705528896331787,0.856,0.49056193504333495,1.1611148277282715
64,0.677,0.6009931678771973,0.8591,0.4581491266965866,1.059142290878296,0.6688,0.6069284457206726,0.8536,0.5042020130872726,1.111130464553833
65,0.6654,0.6038847066402435,0.8593,0.4583684276759625,1.0622531311035157,0.7012,0.570484899520874,0.8688,0.4594216506361961,1.0299065502166749
66,0.676,0.590438908290863,0.8694,0.43154284358024597,1.021981754875183,0.5936,0.6599008396148681,0.8568,0.4914005331039429,1.1513013746261596
67,0.6537,0.6098610147476197,0.8603,0.4548249749183655,1.0646859912872315,0.6344,0.633148090171814,0.856,0.47088764476776124,1.1040357316970826
68,0.6813,0.593300041103363,0.8703,0.41698299033641817,1.0102830320358276,0.5956,0.6640126327514648,0.8584,0.512063364648819,1.1760759943008423
69,0.6521,0.6133486681938172,0.8525,0.4657534894704819,1.0791021547317505,0.6392,0.6349885743141175,0.872,0.4584727207183838,1.0934612911224366
70,0.6673,0.6020035391807557,0.8665,0.4338954417705536,1.0358989771842957,0.6292,0.6411076469421386,0.8608,0.48152974871098997,1.1226373983383178
71,0.6574,0.6095425691127777,0.8587,0.4620448173761368,1.0715873865127563,0.564,0.6767768228530884,0.8672,0.46356734790802,1.1403441705703736
72,0.6621,0.6104258357048035,0.8598,0.4446599177837372,1.0550857535362244,0.6136,0.6416694263458252,0.8636,0.4735249150574207,1.1151943368911743
73,0.6559,0.6113523238182068,0.8668,0.44289326380491256,1.0542455885887145,0.63,0.639578128528595,0.8444,0.5831055087566376,1.2226836349487304
74,0.6643,0.6059668748855591,0.8578,0.4598861281275749,1.0658530045509338,0.5792,0.6820791337966919,0.86,0.48674495716094973,1.1688240907669067
75,0.6731,0.5981938191413879,0.8666,0.42344308121204377,1.0216368995666505,0.6048,0.6410116961479188,0.8492,0.5086815181732178,1.149693214416504
76,0.674,0.6018107267379761,0.8699,0.4267222996592522,1.028533024597168,0.6796,0.6069541505813598,0.862,0.47718857078552246,1.084142721939087
77,0.6627,0.6072234473705291,0.8659,0.4383191826105118,1.045542630004883,0.5988,0.6828076677322388,0.8628,0.46086862297058107,1.1436762916564942
78,0.6588,0.607719450378418,0.8668,0.4377974060535431,1.045516854095459,0.59,0.6681435765743255,0.86,0.47021870288848877,1.1383622760772705
79,0.6544,0.6152638607025146,0.8671,0.4400969777584076,1.0553608383178712,0.6888,0.6012141433715821,0.8648,0.47835581930577753,1.0795699662208558
80,0.6541,0.6133964380264282,0.8661,0.43294800684452056,1.0463444427490234,0.5464,0.7447835257530212,0.8312,0.6100960130691528,1.35487954788208
81,0.6514,0.6131997937202454,0.8685,0.43331405827999114,1.0465138483047485,0.6764,0.6101817175865173,0.8728,0.46877469215393064,1.078956410217285
82,0.6721,0.6029885340690613,0.8676,0.4259424310207367,1.028930969429016,0.5948,0.6536544055938721,0.8664,0.4583093858718872,1.11196378364563
83,0.6409,0.6216034319877625,0.8742,0.41794467277526853,1.0395481042861938,0.5956,0.6544460039138794,0.8744,0.4419708534240723,1.0964168529510498
84,0.6464,0.6189731079101563,0.8665,0.43789348759651187,1.0568665939331054,0.5904,0.6587645782470704,0.8448,0.5290830681800842,1.1878476426124573
85,0.6492,0.6152008013725281,0.8648,0.43750551466941834,1.0527063155174254,0.5852,0.6644440319061279,0.8628,0.4820297534942627,1.1464737831115723
86,0.6565,0.6145811034202575,0.8679,0.43037096815109255,1.0449520727157593,0.618,0.6465796068191528,0.8544,0.5290490019321442,1.1756286098480224
87,0.6377,0.6314648407936096,0.8626,0.45168991601467134,1.0831547554016114,0.5932,0.6618043548583984,0.856,0.49189615013599397,1.1537005105018616
88,0.6461,0.6185458436012268,0.8627,0.44760147087574004,1.066147313117981,0.6284,0.6447938416004181,0.8736,0.45856506426930427,1.103358899974823
89,0.6539,0.6162137996673585,0.8699,0.43031193363666537,1.0465257349014283,0.6296,0.6487015496253967,0.8444,0.5662463205337525,1.2149478793144226
90,0.6427,0.6226506617546081,0.8581,0.4680682582139969,1.0907189208984376,0.6664,0.6139664109230042,0.8676,0.456054242348671,1.070020656299591
91,0.6596,0.6084775169372558,0.8664,0.42890495321750643,1.037382471370697,0.6396,0.6320888324737549,0.8712,0.45339084920883177,1.0854796812057494
92,0.6573,0.6115326486587525,0.871,0.41668527171611786,1.02821791973114,0.5644,0.6741307871818543,0.8488,0.5171492243766784,1.191280011177063
93,0.656,0.6112437955856324,0.8752,0.4143335928201675,1.0255773885726929,0.6628,0.6228225173950195,0.8608,0.4915440173149109,1.1143665336608888
94,0.6469,0.617464201259613,0.8722,0.4172712524652481,1.0347354528427124,0.6124,0.6368151236534119,0.8628,0.46484479417800906,1.1016599201202393
95,0.6645,0.6016658969879151,0.869,0.42105557860136034,1.0227214794158936,0.7056,0.5769091013908386,0.8688,0.45831369443684816,1.0352227968215943
96,0.6532,0.6184667254447938,0.8624,0.4467653027653694,1.0652320293426514,0.6368,0.6357352190971375,0.854,0.5007334985822439,1.1364687148094177
97,0.6501,0.6171474052429199,0.8633,0.4458496608734131,1.0629970651626588,0.5984,0.6502469721794129,0.8584,0.4955769202709198,1.1458238887786865
98,0.6563,0.6139616039276123,0.8626,0.44331775765419007,1.057279361152649,0.6552,0.6276278299331665,0.8608,0.48407728233337405,1.1117051128387452
99,0.659,0.6100450115203857,0.863,0.438086355805397,1.048131369972229,0.5944,0.6579361123085022,0.836,0.5709839782714844,1.2289200927734374
100,0.669,0.6036302558898926,0.8732,0.4070468926787376,1.0106771481513976,0.7176,0.5678243768692016,0.8732,0.4579472839355469,1.0257716619491577
101,0.6576,0.6088222063064576,0.8771,0.40482238739728926,1.0136445920944215,0.6596,0.6161012206077575,0.8756,0.4468760734498501,1.062977290725708
102,0.6599,0.6108148057937622,0.8704,0.4219287936449051,1.0327435998916625,0.5972,0.646105028629303,0.872,0.45138401594161986,1.0974890396118164
103,0.66,0.6102200258255005,0.8691,0.4195942621231079,1.0298142860412598,0.6812,0.5956450720310211,0.8732,0.44187522574663163,1.0375203002929687
104,0.6582,0.6134491457939147,0.8727,0.4101794774532318,1.0236286251068116,0.5572,0.6703131654739379,0.864,0.475623939704895,1.1459370979309083
105,0.6577,0.6086439191818237,0.8723,0.426725270485878,1.0353691890716552,0.6556,0.6132171997070313,0.858,0.48077819105982783,1.0939953881263733
106,0.653,0.6179707520484924,0.8715,0.4180039195656776,1.0359746719360352,0.648,0.621268657207489,0.8724,0.4483381558343768,1.0696068092346191
107,0.6497,0.6196651887893677,0.8662,0.4459474859714508,1.0656126750946044,0.5336,0.7038128372192383,0.866,0.4761926988124847,1.180005546951294
108,0.6371,0.6282009635925293,0.8677,0.42864822885990145,1.0568491909980775,0.6404,0.6299427616119385,0.86,0.47433083019256594,1.1042735877990724
109,0.6548,0.6129313682556152,0.8698,0.43229627585411073,1.0452276432037353,0.6444,0.6399753165721893,0.8344,0.5593356175594032,1.199310934114456
110,0.6514,0.6196115605354309,0.8702,0.430359854722023,1.0499714126586914,0.6388,0.6312701443672181,0.8616,0.488024341390701,1.1192944842338561
111,0.6476,0.6193177759170532,0.8695,0.428426052570343,1.0477438283920288,0.6472,0.6409659753799438,0.8564,0.4977965591177344,1.1387625282287597
112,0.6657,0.6079574171066284,0.87,0.4265960571050644,1.0345534715652467,0.608,0.6628038148880004,0.824,0.6188011370778084,1.2816049546241761
113,0.6534,0.6156601850509643,0.8669,0.4337808630228043,1.049441049003601,0.6648,0.6134381412506104,0.8664,0.4790369867324829,1.0924751308441163
114,0.6574,0.6157461047172547,0.8759,0.4117829869747162,1.027529093360901,0.5568,0.6804738704681397,0.8552,0.49859349024295807,1.179067354774475
115,0.6476,0.6238824666023255,0.8664,0.43613304991722107,1.0600155163764953,0.6668,0.632071500968933,0.872,0.45316172914505004,1.085233235168457
116,0.65,0.6201924070358277,0.8657,0.4395282596588135,1.059720667552948,0.63,0.642176257610321,0.8608,0.48570400104522704,1.1278802551269531
117,0.6713,0.6016316923141479,0.8791,0.4046236567735672,1.006255350971222,0.6196,0.6430265732765198,0.8496,0.5034437427043915,1.146470312690735
118,0.6622,0.6115560205459595,0.8773,0.39248864545822143,1.0040446676254273,0.6408,0.6311823209762574,0.8648,0.47206012612581255,1.103242454814911
119,0.6638,0.6041705653190613,0.8777,0.40177667483091356,1.0059472412109376,0.652,0.624959107208252,0.8732,0.4518877691268921,1.076846872329712
120,0.6618,0.6105112643241882,0.8753,0.4099508446216583,1.0204621063232422,0.6172,0.6518848104476929,0.8496,0.500011973953247,1.1518967838287353
121,0.6658,0.6073966704368591,0.8787,0.3967911026716232,1.0041877756118773,0.5876,0.659633715057373,0.8712,0.45936434071660043,1.1189980611801147
122,0.6504,0.6139398984909058,0.869,0.43106742042303087,1.0450073152542114,0.4952,0.7193310398101807,0.8548,0.5024137072086334,1.2217447515487672
123,0.6506,0.6243710270881653,0.8677,0.4240028972864151,1.0483739238739014,0.582,0.6664216090202332,0.8412,0.5185504563331604,1.1849720594406128
124,0.6659,0.607332412147522,0.8738,0.420152499461174,1.0274849098205567,0.5568,0.7136970039367676,0.87,0.47315205993652343,1.1868490695953369
125,0.6534,0.6172076643943787,0.8736,0.41897985513210295,1.0361875204086304,0.6108,0.6783075819015503,0.87,0.46648784065246585,1.1447954231262207
126,0.645,0.620696187877655,0.8689,0.4365282260417938,1.0572244141578675,0.6076,0.667317720079422,0.8624,0.47202150785923,1.1393392230033874
127,0.6543,0.6150039123535156,0.8692,0.429840141415596,1.0448440530776977,0.5772,0.6705749736785889,0.862,0.46876729993820193,1.139342268371582
128,0.6658,0.6112486714839935,0.8719,0.41852746691703796,1.0297761394500733,0.6204,0.6477969641685486,0.856,0.494147209084034,1.141944175720215
129,0.6558,0.6163453763961791,0.8803,0.40290785081386565,1.019253230190277,0.5692,0.6836631280899048,0.838,0.5698256448745728,1.2534887702941895
130,0.6628,0.6113851786613465,0.8751,0.41229972791671754,1.0236849044799805,0.6232,0.6530872601509095,0.8724,0.45465267264842985,1.1077399311065674
131,0.6615,0.6120225889205932,0.8781,0.39951974872350693,1.011542339515686,0.6756,0.6036404606819152,0.8668,0.45742669839859007,1.061067158126831
132,0.6637,0.6067679785728455,0.8798,0.4001021174669266,1.0068700931549073,0.6156,0.6366054504394532,0.8736,0.4467815252304077,1.083386979675293
133,0.6647,0.6106771097183228,0.8825,0.38127496910095215,0.9919520799636841,0.6004,0.6555877214431762,0.8764,0.44101908798217776,1.0966068056106568
134,0.6649,0.6098925100326538,0.8792,0.3923363624334335,1.002228874015808,0.6168,0.6420423439025879,0.8748,0.4446692446887493,1.0867115872383117
135,0.6564,0.6140818915367127,0.8813,0.39150372613668444,1.0055856174468993,0.6232,0.6553172068595886,0.8468,0.5234804107666016,1.1787976181983948
136,0.6573,0.6171375588417053,0.8701,0.4223497107505798,1.0394872694015502,0.656,0.6199995188713073,0.8684,0.45338476753234863,1.0733842849731445
137,0.6525,0.6203897109031677,0.8702,0.42199409625530243,1.0423838064193724,0.608,0.6466103700637817,0.8732,0.46090835523605345,1.1075187282562255
138,0.6569,0.6135264883995056,0.8724,0.4168942893266678,1.0304207788467408,0.6276,0.6356973026275635,0.8604,0.48236479787826536,1.1180621009826661
139,0.6646,0.6113813668251038,0.8774,0.3919234088897705,1.0033047775268555,0.6036,0.644774623298645,0.8612,0.5017817916870118,1.1465564121246339
140,0.6558,0.6158424577713013,0.8756,0.39991019537448885,1.015752654647827,0.6216,0.6508243646621704,0.8708,0.4699686734199524,1.1207930387496947
141,0.6534,0.6125957543373108,0.8666,0.4236514109373093,1.0362471658706665,0.5936,0.6718058522224426,0.8636,0.46585959405899047,1.1376654481887818
142,0.6536,0.6177986736297607,0.8732,0.4135401844263077,1.0313388610839844,0.5764,0.6660287490844726,0.8672,0.46665730077624323,1.132686046600342
143,0.6624,0.6056416289329529,0.8821,0.3746742853164673,0.9803159120559692,0.6204,0.6517661622047425,0.8696,0.4606198113515973,1.1123859826087952
144,0.6596,0.6089580302238464,0.8858,0.38052650549411776,0.9894845336914062,0.5072,0.7267302103042602,0.8508,0.5013864578843117,1.2281166666984558
145,0.6428,0.6219051531791687,0.8747,0.41172079281806945,1.033625945854187,0.5496,0.6860462780952453,0.8228,0.6262172483444214,1.3122635303497314
146,0.6489,0.6177545758247376,0.8754,0.4134654971241951,1.0312200737953185,0.6248,0.6473295670509338,0.8732,0.44475379829406736,1.092083363342285
147,0.659,0.6112757787704468,0.8839,0.3831437755584717,0.9944195517539978,0.6704,0.6050241881370545,0.8696,0.46219199266433714,1.067216185760498
148,0.6533,0.6211403974533081,0.8812,0.3907882643818855,1.0119286626815795,0.6924,0.5925229690551758,0.862,0.47084776077270507,1.0633707271575927
149,0.6676,0.6081516444206237,0.8824,0.3892020160079002,0.9973536587715149,0.5828,0.6759778735160827,0.8632,0.46633150752186775,1.1423093762397767
150,0.6664,0.6089464853286743,0.8832,0.3735824040412903,0.9825288869857788,0.6804,0.6070134472846985,0.8696,0.4595024146556854,1.0665158590316772
151,0.6626,0.6087509084701538,0.8871,0.37913638867139815,0.9878872966766358,0.5816,0.6778301441192627,0.8644,0.47521707401275637,1.153047220802307
152,0.6601,0.6126054667472839,0.8802,0.39209404175281526,1.0046995080947876,0.4988,0.7935011020660401,0.8376,0.5496477506279945,1.3431488571166992
153,0.654,0.6156869969367981,0.8807,0.3886365286707878,1.0043235255241394,0.6704,0.6071659145355225,0.8684,0.4675516465187073,1.0747175582885742
154,0.6542,0.6131126240730286,0.8793,0.3901004530787468,1.0032130773544312,0.6328,0.6437122461318969,0.8672,0.4659906613826752,1.1097029113769532
155,0.6517,0.6172979344367981,0.8789,0.3817736664533615,0.9990716009140015,0.6056,0.6505755867004395,0.862,0.48249228521585463,1.1330678793907165
156,0.6586,0.6102313126564026,0.8854,0.37976558994054793,0.9899969026565552,0.5936,0.674195966720581,0.8708,0.4554639861345291,1.129659954071045
157,0.6572,0.6148136226654053,0.8817,0.3838590277433395,0.9986726516723633,0.6072,0.6606162111282349,0.864,0.4824154655421153,1.1430316747665406
158,0.6505,0.6148192646980286,0.8826,0.3959071789741516,1.010726446723938,0.6096,0.6475800868988038,0.868,0.4710402268409729,1.1186203113555908
159,0.661,0.6062808083534241,0.8835,0.3870215909957886,0.9933023983955384,0.6544,0.6371258359909058,0.872,0.4563860842704773,1.0935119196891785
160,0.6596,0.6104398677825927,0.8819,0.38998984847068785,1.0004297168731688,0.6228,0.6503628581047058,0.8556,0.49992818069458006,1.1502910419464112
161,0.6522,0.618361614894867,0.8761,0.39943253901004794,1.01779415435791,0.556,0.6998469961166381,0.8672,0.4747377856969833,1.1745847890853882
162,0.6572,0.6150145011901855,0.8768,0.39743378500938414,1.012448286819458,0.6796,0.6042311960220337,0.884,0.4403793028354645,1.0446104986190796
163,0.6637,0.6055743288993836,0.8885,0.37021278872489927,0.9757871166229248,0.5884,0.670902421760559,0.876,0.43981824750900267,1.1107206699371337
164,0.6518,0.615752316570282,0.8898,0.3617353404521942,0.9774876581192017,0.606,0.6558616004943848,0.8588,0.48608447949886324,1.1419460836410522
165,0.6508,0.6144576897621155,0.8826,0.38780578691959383,1.0022634759902953,0.5764,0.6702561760425567,0.8576,0.497192377281189,1.1674485508441925
166,0.6572,0.6102196387290955,0.8829,0.3910888867378235,1.0013085236549377,0.584,0.6724293981552124,0.8624,0.4984830375671387,1.1709124298095703
167,0.6589,0.6118541350364685,0.8855,0.3772585046648979,0.9891126386642456,0.628,0.6423390338897705,0.872,0.4547223358154297,1.0970613750457763
168,0.6482,0.6178604647636413,0.8873,0.37367929606437683,0.9915397602081298,0.5816,0.6624023607254028,0.8448,0.5323918486356736,1.194794216823578
169,0.6481,0.6190486512184143,0.8826,0.3812020486652851,1.000250699043274,0.636,0.6371592551231384,0.8584,0.47876131381988524,1.1159205715179443
170,0.6463,0.6209221541404724,0.8806,0.3913367688477039,1.0122589233398438,0.5672,0.6846019309997559,0.8584,0.4869903162032366,1.1715922428131103
171,0.6489,0.6195493648529052,0.8802,0.39235244567394256,1.011901811313629,0.524,0.6936311700820923,0.8632,0.4744424948215485,1.1680736673355103
172,0.647,0.6190021166801453,0.8731,0.4075954806566238,1.0265975954055786,0.5944,0.6715375272750854,0.8352,0.5627454559326172,1.2342829811096192
173,0.6515,0.6205173254966736,0.8737,0.40744297475814817,1.0279602996826172,0.6156,0.6438238822937011,0.8604,0.4724077967166901,1.116231682395935
174,0.6501,0.6207862476348877,0.8767,0.40484026627540587,1.025626515007019,0.6228,0.6474946887969971,0.868,0.47154250252246854,1.1190371908187866
175,0.6553,0.6142195432662964,0.8852,0.3769294111251831,0.99114895362854,0.6008,0.6534698993682861,0.8768,0.44158259888291357,1.0950524978637695
176,0.6602,0.6145477006912231,0.8823,0.3802578051328659,0.9948055051803589,0.6336,0.6469840520858765,0.8744,0.4629167284879833,1.109900780773163
177,0.6607,0.6119876095771789,0.886,0.37483450326919554,0.9868221128463746,0.692,0.60186813621521,0.8656,0.47368134006820617,1.0755494760513307
178,0.6577,0.6147368582725525,0.8859,0.37924397867918014,0.9939808362960816,0.6464,0.6319492053985596,0.8668,0.4675593572616577,1.0995085628509522
179,0.6508,0.6190173272132874,0.8886,0.3682442180395126,0.9872615425109863,0.5876,0.6860640330314636,0.862,0.4856969124794006,1.1717609477996827
180,0.6541,0.6169870813369751,0.8768,0.4064878715276718,1.0234749557495118,0.588,0.6645018005371094,0.8712,0.44800881656184793,1.1125106252670287
181,0.6389,0.6246139178276062,0.8814,0.39190347666740416,1.0165173937797547,0.5712,0.697630110168457,0.878,0.450241497951746,1.1478716083526612
182,0.6525,0.6183640477180481,0.8781,0.3862416072130203,1.004605653190613,0.6028,0.6572402244567871,0.8668,0.46304997682571414,1.1202902000427246
183,0.6605,0.613978014087677,0.882,0.38459526222944257,0.9985732789993286,0.6832,0.6171232982635498,0.87,0.4644613581119105,1.081584655380249
