epoch,domain_classifier_acc,domain_classifier_loss,label_predictor_acc,label_predictor_loss,loss,val_domain_classifier_acc,val_domain_classifier_loss,val_label_predictor_acc,val_label_predictor_loss,val_loss
14,0.7878,0.473127453660965,0.9197,0.2780129373371601,0.7511403919219971,0.8764,0.2693055980682373,0.922,0.22937034409046173,0.4986759391784668
15,0.8,0.4762553645372391,0.9075,0.30282399418354033,0.779079360294342,0.9048,0.2795857455253601,0.9472,0.16536590580940247,0.44495165195465086
16,0.7834,0.4954903888225555,0.9277,0.26305717242360116,0.7585475601673126,0.9364,0.3418919299125671,0.95,0.1472402824252844,0.48913221282958985
17,0.7729,0.48801383028030393,0.9137,0.2900952292203903,0.7781090571403504,0.8948,0.39219564332962037,0.946,0.17351490352153778,0.5657105448722839
18,0.8177,0.5495064455986023,0.9037,0.4234662749782205,0.9729727191925048,0.5884,0.8263680326461792,0.9364,0.25341945149544626,1.0797874829769134
19,0.8857,0.33629471278190615,0.9343,0.22411646941304206,0.5604111814975739,0.85,0.33721006541252135,0.9512,0.15339204403162002,0.49060210847854613
20,0.8269,0.39942718790769577,0.9205,0.2632096516370773,0.662636839389801,0.7948,0.42176388858556746,0.938,0.22374766537901014,0.6455115513920784
21,0.7684,0.5009884668827057,0.9217,0.2782104805231094,0.7791989462852478,0.8508,0.3330141237258911,0.9556,0.1421171615719795,0.47513128490448
22,0.808,0.43507275333404544,0.9418,0.2120745341747999,0.6471472880363465,0.7608,0.4816415759086609,0.9568,0.15479181188344956,0.6364333863258362
23,0.8068,0.42886865746974945,0.939,0.20373538007736205,0.6326040392398834,0.8352,0.3551798180818558,0.9576,0.1354179510116577,0.4905977700233459
24,0.7473,0.5943809476017952,0.9044,0.3504526682794094,0.9448336134195328,0.7804,0.37273761677742007,0.9552,0.1500290347211063,0.5227666532993317
25,0.7494,0.5130499237060547,0.9414,0.19266476917862893,0.7057146936416626,0.7868,0.48807661924362183,0.9628,0.128682261800766,0.6167588823318482
26,0.7346,0.5351211693763733,0.9464,0.18053997648954392,0.7156611448764801,0.6764,0.6113901849746705,0.9552,0.15426511272192,0.7656552976608276
27,0.6238,0.6367814542293548,0.9469,0.1783236093223095,0.8151050647258758,0.7192,0.5591189685821534,0.9612,0.12709365389049054,0.6862126231193543
28,0.6927,0.5879777486801148,0.9522,0.16106845923662186,0.7490462090492248,0.496,0.8675017809867859,0.9648,0.11286558486372232,0.9803673658370972
29,0.6324,0.6539870743751526,0.9516,0.16715443784594536,0.8211415125846863,0.6148,0.6870566115379334,0.9656,0.10329788271188736,0.7903544945716858
30,0.6417,0.6352599437713623,0.9592,0.1340286114215851,0.7692885570526123,0.5172,0.7517448287963867,0.9672,0.10256986537575721,0.8543146951675415
31,0.6288,0.6486837775230407,0.9611,0.12374822199568153,0.7724319985389709,0.528,0.7306190057754517,0.9652,0.10466450883597135,0.8352835149765014
32,0.615,0.6567868968963623,0.9619,0.12390303926095367,0.7806899349212646,0.5928,0.6732347003936767,0.9688,0.09524079191982746,0.7684754905700684
33,0.6303,0.6423107303619385,0.9654,0.11045998236387967,0.7527707118988037,0.5988,0.6704692925453186,0.9708,0.08800173982977867,0.7584710355758667
34,0.5748,0.6795873064041138,0.9636,0.12055874497294426,0.8001460515975952,0.4444,0.73039439868927,0.9648,0.0995912868142128,0.8299856859207153
35,0.5387,0.6878676696777344,0.9701,0.10343351369574666,0.791301184463501,0.546,0.6767071007728577,0.9712,0.08407764362692834,0.7607847432136535
36,0.5917,0.6686850385665893,0.9747,0.08726016287356615,0.7559452033996582,0.6444,0.6575512782096863,0.9716,0.07896236590798944,0.7365136457443238
37,0.62,0.6584156899452209,0.9705,0.09411478132754564,0.7525304715156556,0.612,0.6618951110839844,0.9688,0.09079950069785118,0.7526946113586426
38,0.6104,0.6591705609321594,0.9733,0.09618950658142567,0.7553600678443909,0.524,0.6967153764724732,0.968,0.09266471101790666,0.7893800868034363
39,0.5829,0.6719657378196716,0.9725,0.09187994557768106,0.7638456811904907,0.5336,0.6940913404464721,0.9716,0.08266594527959824,0.7767572870254517
40,0.5679,0.6794523210525513,0.9749,0.07841492009609938,0.7578672410964966,0.5312,0.694557315826416,0.9748,0.07892315691113472,0.7734804702758789
41,0.5782,0.675896482372284,0.9741,0.08946960108429193,0.765366083240509,0.6184,0.6707646209716797,0.974,0.07634331804327667,0.7471079398155213
42,0.6016,0.6740740834712983,0.9647,0.1340718945197761,0.8081459775447846,0.8116,0.5448265539646149,0.9664,0.1305529389452189,0.6753794888496399
43,0.6208,0.6756614327430726,0.9696,0.09963748799804598,0.7752989201545716,0.6512,0.663717897605896,0.9752,0.072816596570611,0.7365344934463501
44,0.6314,0.6650630167007446,0.976,0.07072725775763393,0.7357902750015258,0.626,0.6654038005828857,0.9776,0.06904421333298087,0.7344480163574219
45,0.616,0.6657710355758667,0.9785,0.07238233663216233,0.7381533722877502,0.6872,0.6394717645645142,0.9776,0.06704515156284906,0.7065169147491455
46,0.6183,0.6638162629127502,0.9761,0.07530260700769723,0.739118870639801,0.5992,0.6656656071662903,0.97,0.081559323546011,0.7472249294281006
47,0.6116,0.6637192898750305,0.9773,0.07357214377075434,0.7372914352416993,0.5772,0.6700779417991638,0.9788,0.06638135601580143,0.7364592963218689
48,0.6179,0.6614547781944274,0.9745,0.0778050762668252,0.7392598532676696,0.6156,0.6539513986587524,0.974,0.07618144290251658,0.7301328415870667
49,0.6234,0.6581046260833741,0.9789,0.07769836936295033,0.7358029963493348,0.626,0.6608645341873169,0.9744,0.0716495024099946,0.7325140371322632
50,0.6327,0.6528859537124634,0.9758,0.08278185208439827,0.7356678067207336,0.5188,0.6955282855987549,0.9756,0.07007626231908798,0.7656045455932617
51,0.572,0.679220206451416,0.9764,0.08138378260433674,0.7606039882659912,0.5252,0.7340360304832458,0.978,0.06787512869127095,0.8019111572265625
52,0.58,0.6793659612655639,0.9724,0.09328013815637679,0.7726460987091065,0.6176,0.6501314394950867,0.9736,0.07077872942239045,0.720910170841217
53,0.5638,0.6754327711105347,0.9743,0.07611772635281086,0.751550498008728,0.5008,0.7065426393508911,0.9752,0.0787087322153151,0.7852513725280762
54,0.5833,0.6659986982345582,0.9747,0.07934302881136536,0.7453417294502258,0.5688,0.6820763502120971,0.9756,0.08339658528957516,0.7654729367256164
55,0.5721,0.6845486266136169,0.9773,0.07088649619482458,0.7554351237297058,0.6056,0.673714552307129,0.9724,0.07086510907709599,0.7445796602249145
56,0.5633,0.6767766441345214,0.9774,0.0720751458518207,0.7488517903327941,0.55,0.6980928611755371,0.9776,0.064498984131217,0.7625918449401855
57,0.5605,0.6846789548873902,0.981,0.06331815116479993,0.7479971054077148,0.48,0.7116915934562683,0.9748,0.07228395189636504,0.783975546169281
58,0.589,0.6748157773017883,0.9815,0.057635464734025296,0.7324512398719788,0.5732,0.6870126478195191,0.9748,0.06670412775874138,0.753716777420044
59,0.6113,0.665465142250061,0.9795,0.06524242250863463,0.7307075655937195,0.5912,0.6752606693267822,0.976,0.06620167198181152,0.741462340927124
60,0.5678,0.6833575394630432,0.9809,0.06441034788265824,0.7477678870201111,0.5668,0.6895568077087403,0.9776,0.06435341714471579,0.7539102262496948
61,0.6141,0.6715743883132934,0.9816,0.05856516589820385,0.7301395554542541,0.5992,0.6808867952346802,0.9792,0.06441751926317811,0.7453043146133422
62,0.6012,0.6667789762496948,0.9799,0.06468238616362214,0.7314613625526428,0.5956,0.667598321056366,0.9784,0.061550714001059534,0.7291490309715271
63,0.5498,0.685590378189087,0.9811,0.06023562097232789,0.7458259990692139,0.5688,0.6766459921836853,0.9772,0.05835893955109641,0.7350049344062806
64,0.5764,0.680209624004364,0.981,0.056669596423208714,0.7368792205810547,0.6024,0.6595079479217529,0.9776,0.0718802597656846,0.7313882062911987
65,0.5432,0.6891545749664306,0.983,0.05711159952450544,0.74626617603302,0.5224,0.6922727499961853,0.9764,0.06783251539468765,0.7601052619934082
66,0.5558,0.6840767383575439,0.9829,0.05223382286019623,0.7363105619430542,0.4812,0.7038840774536133,0.9788,0.06344038883112371,0.7673244688987731
67,0.586,0.6783571300506592,0.983,0.05099718895927072,0.7293543189048767,0.5392,0.6855040765762329,0.98,0.0604748118404299,0.74597888879776
68,0.5711,0.6757340087890625,0.981,0.05768278728052974,0.7334167969703674,0.6196,0.6604580117225647,0.9792,0.06853857170343398,0.7289965809822082
69,0.558,0.6863748428344727,0.9782,0.06880636336058378,0.7551812049865723,0.538,0.7128193439483642,0.9776,0.06574023583199305,0.7785595778465271
70,0.5463,0.692433533000946,0.9844,0.05485239337142557,0.7472859248161315,0.5744,0.675511982536316,0.9788,0.06590612864918076,0.74141811170578
71,0.5419,0.6878198537826538,0.9829,0.05149306511506438,0.7393129196166992,0.5544,0.6831485766410827,0.978,0.06125580539032817,0.7444043781280517
72,0.5846,0.6763066919326782,0.9848,0.04798057217653841,0.7242872643470765,0.4944,0.71779791431427,0.978,0.061510945260338484,0.7793088587760926
73,0.5719,0.6785966495513917,0.9842,0.04994579457864165,0.7285424426078796,0.534,0.6983933045387268,0.9764,0.06728627492263912,0.7656795787811279
74,0.5694,0.6778611061096191,0.9844,0.049838048325665296,0.7276991556167602,0.5652,0.6803513366699219,0.9764,0.07304719195365905,0.7533985262870788
75,0.5615,0.6781416730880737,0.9842,0.049764862344891296,0.7279065371513367,0.5612,0.6746844072341919,0.9776,0.06667530485671014,0.7413597135543823
76,0.5535,0.6825728239059449,0.9805,0.05523282918557525,0.73780565366745,0.5476,0.686318653678894,0.9752,0.07189449025802314,0.7582131429672241
77,0.563,0.683557048034668,0.9822,0.05585247134882957,0.7394095199584961,0.5524,0.6875546243667603,0.978,0.06605778985396027,0.7536124153137207
78,0.5694,0.6820728419303894,0.9808,0.06160452382322401,0.7436773657798768,0.5076,0.709694945526123,0.974,0.08060434358119965,0.7902992897987365
79,0.5642,0.6785740538597107,0.9794,0.0631234412971884,0.7416974937438965,0.5652,0.6770314367294311,0.9768,0.06793903581220656,0.7449704746246338
80,0.5982,0.6691544107437134,0.9811,0.06085089265704155,0.7300053030014038,0.6232,0.6527070278167725,0.974,0.06795481952875852,0.7206618476867676
81,0.5292,0.689302910232544,0.9807,0.06155111129237339,0.7508540207862854,0.5212,0.7045776958465576,0.9824,0.05430320059470832,0.7588808967590333
82,0.5926,0.6751888439178467,0.9843,0.04716285068336874,0.7223516925811767,0.536,0.686673250579834,0.9804,0.052181429083575495,0.7388546803474426
83,0.612,0.6661734807014466,0.9854,0.04766830810159445,0.7138417882919311,0.6296,0.6613859315872193,0.9796,0.04928430962585844,0.7106702427864074
84,0.5889,0.6729965391159057,0.9869,0.04448944487161934,0.7174859837532044,0.6316,0.666349534034729,0.9792,0.06279654078483582,0.7291460739135742
85,0.5857,0.6714512470245362,0.9827,0.04760021749660373,0.7190514639854431,0.6152,0.6686478524208069,0.9784,0.06168221486210823,0.7303300703048706
86,0.6186,0.6618505784988403,0.9841,0.05003341168574989,0.7118839906692505,0.5816,0.6753577350616455,0.9768,0.0676240943047218,0.742981831073761
87,0.5841,0.6768530891418457,0.9786,0.06337476444989443,0.7402278542518616,0.6244,0.6522832540512085,0.9784,0.06407051357924938,0.7163537669181824
88,0.6194,0.6557920976638794,0.9834,0.04897040674947202,0.7047625052452088,0.6208,0.6688557874679566,0.9804,0.061442184901237484,0.7302979712486267
89,0.5892,0.6717637685775757,0.9844,0.05089945140257478,0.7226632202148437,0.5476,0.6928990289688111,0.9764,0.07330976621173323,0.7662087970733643
90,0.5863,0.6721437156677246,0.9837,0.05650255316356197,0.7286462704658508,0.582,0.6817076608657837,0.9788,0.06535760417357087,0.747065264415741
91,0.6105,0.6683269517898559,0.9818,0.056496575064584616,0.7248235273361207,0.5524,0.6899066953659058,0.974,0.0753306680329144,0.7652373617172241
92,0.5842,0.676233256149292,0.9796,0.06664008174538612,0.7428733361244202,0.588,0.6769395639419555,0.976,0.06989091742327437,0.7468304822921753
93,0.6135,0.6637787149429322,0.981,0.06104844351857901,0.7248271593093872,0.5404,0.6870530040740966,0.976,0.07075042188540101,0.7578034267425537
94,0.6024,0.6735625377655029,0.9788,0.06502109979540109,0.738583637046814,0.5704,0.6810442902565003,0.9804,0.061773645611433316,0.742817936706543
95,0.6098,0.666796420288086,0.9785,0.061527956302836535,0.7283243766784668,0.5676,0.6947813885688782,0.9736,0.07129280151724815,0.7660741884231568
96,0.6027,0.6689537210464478,0.977,0.06755404155217111,0.7365077613830566,0.6104,0.6680676179885864,0.9772,0.06785761050321162,0.7359252297401428
97,0.6059,0.664956890296936,0.9821,0.05465007380023599,0.719606963634491,0.5688,0.6674021532058716,0.9764,0.08032731166463346,0.7477294653892517
98,0.6138,0.6612501603126526,0.981,0.06160447623431683,0.7228546368598938,0.6432,0.6503195841789245,0.98,0.06407504501789808,0.7143946308135987
99,0.6472,0.6409585079193115,0.985,0.04666348822582513,0.6876219954490662,0.6588,0.6346466805458069,0.9784,0.060813616298511626,0.6954603000640869
100,0.6264,0.6573291181564331,0.9849,0.047821356028690934,0.7051504755020142,0.604,0.6699437425613404,0.9784,0.06312250345838256,0.7330662452697754
101,0.6207,0.6586440608024597,0.9845,0.05028107889331877,0.7089251404762268,0.5844,0.6737014972686768,0.978,0.06382185856103897,0.7375233539581298
102,0.6191,0.6602053142547607,0.9839,0.050920548339560626,0.7111258631706238,0.6784,0.6335932940483093,0.9772,0.06354733149930834,0.6971406274795532
103,0.6099,0.6602937623023987,0.9832,0.05256024232897907,0.7128540042877197,0.5828,0.6863112997055054,0.9784,0.0698407206736505,0.7561520217895508
104,0.6197,0.6511301155090332,0.9822,0.056451215817034245,0.707581332206726,0.572,0.6740965204238891,0.978,0.07057139628846198,0.7446679190635681
105,0.6019,0.6652815187454224,0.9817,0.06135173664689064,0.7266332570075988,0.562,0.6879559412002564,0.978,0.06529154703142122,0.7532474888801575
106,0.6074,0.6604929933547974,0.98,0.060943322963267564,0.7214363167762756,0.6008,0.6708675085067749,0.9772,0.06901703418269753,0.7398845434188843
107,0.619,0.6588321882247925,0.9794,0.058466133744455875,0.7172983192443848,0.538,0.6930469429016113,0.9792,0.06020023164823651,0.7532471746444702
108,0.5954,0.6638551930427551,0.9837,0.048820173520222304,0.7126753668785095,0.6404,0.6429861741065979,0.9768,0.05749794263727963,0.7004841173171997
109,0.6234,0.6556452019691468,0.9837,0.04910355728045106,0.7047487592697144,0.5616,0.6838112652778625,0.978,0.07281489918157458,0.7566261639595032
110,0.6255,0.6539294896125794,0.9832,0.05223317707069218,0.7061626652717591,0.59,0.6702946739196778,0.9784,0.06782151119541377,0.73811618309021
111,0.6192,0.658553239250183,0.9838,0.050324918998032805,0.7088781593322754,0.5636,0.6894691922187806,0.9804,0.06039472824670374,0.7498639204978943
112,0.6214,0.6583392528533936,0.9836,0.05350719026401639,0.7118464438438415,0.6052,0.6730204784393311,0.9788,0.0673908349789679,0.7404113123893737
113,0.5908,0.6731598362922668,0.9823,0.05565853356663138,0.7288183704376221,0.5496,0.6836808061599732,0.9768,0.07027472058087587,0.753955526638031
114,0.5985,0.6667014722824096,0.9804,0.055236504044756295,0.7219379767417907,0.56,0.683045139503479,0.9776,0.06894455303279683,0.7519896927833557
115,0.6285,0.6580083617210388,0.9827,0.05441087887324393,0.7124192405700683,0.592,0.6779474093437194,0.9796,0.059763332580029964,0.7377107407569885
116,0.6049,0.6629295666694641,0.9798,0.06353533801957965,0.7264649042129516,0.554,0.6945438284873963,0.976,0.0760000464990735,0.7705438749313355
117,0.5971,0.6678443010330201,0.9804,0.06203062863890082,0.7298749304771424,0.5984,0.6650456895828247,0.9796,0.06283662806153298,0.7278823199272155
118,0.6275,0.6530327599525452,0.9805,0.0566740729983896,0.7097068321228027,0.596,0.6580566081047058,0.9792,0.054562732589058575,0.7126193434715271
119,0.6392,0.6408930192947387,0.983,0.05431033930294216,0.6952033579826356,0.6092,0.6657945899009705,0.9788,0.06008612638819032,0.725880715560913
120,0.6403,0.6534635997772217,0.9817,0.0562724168933928,0.7097360179901123,0.6232,0.6642497295379639,0.9804,0.05425685656126589,0.7185065836906434
121,0.6161,0.6618607321739197,0.9804,0.058400182327628135,0.720260916519165,0.7136,0.5864246715545655,0.9748,0.0806762968769328,0.6671009685039521
122,0.6193,0.6554651361465454,0.9803,0.06576518094912172,0.7212303177833557,0.5896,0.6605802270889283,0.9772,0.06882967585222796,0.7294099012374878
123,0.6243,0.65677405128479,0.9809,0.05616642686361447,0.7129404781341553,0.6612,0.6381798336029053,0.978,0.07825042485818266,0.7164302570343017
124,0.6161,0.6581061748504639,0.983,0.05141287034377456,0.7095190451622009,0.628,0.6626435156822205,0.978,0.07263565339893102,0.7352791702270508
125,0.6309,0.6529850529670715,0.9842,0.04961957584628835,0.702604628944397,0.638,0.6400259214401245,0.9788,0.07385988159552216,0.7138858019828797
126,0.6263,0.654739406967163,0.9816,0.05627754877321422,0.7110169567108154,0.6384,0.6552711378097534,0.9712,0.08838668236471713,0.7436578197479248
127,0.665,0.6365368407249451,0.9813,0.057702124173939225,0.6942389658927918,0.5764,0.6910196142196655,0.976,0.07104440687298774,0.7620640188217163
128,0.6568,0.6399191444396972,0.9833,0.05021143265962601,0.6901305781364441,0.6088,0.6588178301811218,0.9784,0.07164538389928639,0.7304632179260254
129,0.608,0.6536788095474243,0.9827,0.05119727362338453,0.704876083278656,0.6372,0.6437051731109619,0.974,0.08471840072270716,0.7284235717773437
130,0.6233,0.6645279689788819,0.9822,0.053457088359072806,0.7179850589752197,0.5932,0.6866517191886902,0.976,0.07212523496374487,0.7587769571304321
131,0.5895,0.668631669807434,0.9811,0.05526473467033356,0.723896405506134,0.6328,0.6541817099571228,0.9752,0.07718873200006783,0.7313704438209534
132,0.6421,0.6414998140335083,0.9818,0.05459641460850835,0.6960962300300598,0.6284,0.651131753540039,0.9732,0.08183360749334097,0.7329653656005859
133,0.6442,0.6456305129051209,0.9824,0.05729021766409278,0.7029207322120666,0.5972,0.675399720954895,0.972,0.0878172798863612,0.7632170015335084
134,0.6292,0.6479332281112671,0.9811,0.06159858629796654,0.7095318140983582,0.6152,0.6591902749061584,0.9752,0.07456946066915988,0.7337597382545471
135,0.6467,0.6462732706069946,0.9806,0.06145348976664245,0.707726759815216,0.66,0.6360014065742493,0.972,0.08866249862238765,0.7246639010429382
136,0.6339,0.6513866933822632,0.9787,0.06618388094063848,0.7175705752372742,0.6116,0.6531609964370727,0.9752,0.07551638989787898,0.7286773858070373
137,0.6328,0.6558960124969483,0.9783,0.06638244005646557,0.7222784502983093,0.6248,0.6588591782569885,0.9752,0.07240722405537962,0.7312664000988006
138,0.6595,0.628135684299469,0.9797,0.059609360348433255,0.6877450455665588,0.6648,0.6369102935791016,0.9812,0.06501953446019906,0.7019298265457153
139,0.6589,0.6381127341270447,0.9801,0.060391779325902464,0.698504513835907,0.6572,0.6392053115844727,0.976,0.06862863838821649,0.7078339515686035
140,0.6629,0.6273942409515381,0.9795,0.06407721466384828,0.6914714552879333,0.5768,0.6797748710632324,0.9764,0.06709102244749665,0.7468658887863159
141,0.6572,0.6282881037712097,0.9782,0.0666377699546516,0.6949258718490601,0.7404,0.5876272357940674,0.978,0.065118138984486,0.6527453722000122
142,0.6715,0.6371697001457214,0.979,0.06095688296146691,0.698126583480835,0.6312,0.6473207424163818,0.9712,0.08836093509483617,0.7356816730499267
143,0.6698,0.6288458205223083,0.9779,0.06708351907841861,0.6959293392181396,0.6768,0.6164818075180054,0.976,0.08294977260120213,0.6994315815925598
144,0.6798,0.6212691967010499,0.9818,0.0609625258250162,0.6822317213058472,0.6716,0.6390969388961792,0.9744,0.07169936498627066,0.710796305847168
145,0.6452,0.6473755459785462,0.9822,0.05740306502445601,0.7047786107063293,0.6232,0.6486603672027588,0.9776,0.08481837752461434,0.7334787454605103
146,0.6737,0.6039771826744079,0.981,0.058214457855187356,0.6621916403770447,0.724,0.580136884021759,0.976,0.08564655336621217,0.6657834340572357
147,0.6707,0.623623696231842,0.9813,0.05864703040830791,0.6822707274436951,0.6824,0.6073302059173584,0.9776,0.07897638778686523,0.6863065941810608
148,0.6581,0.6280215391159057,0.9827,0.06049517579209059,0.6885167136192322,0.7096,0.5957689572334289,0.9756,0.07873720695115626,0.6745061616897583
149,0.6555,0.6330339292526245,0.9798,0.06138736681342125,0.6944212965965271,0.6156,0.6253681133270264,0.9744,0.08602978730536998,0.7113979041099548
150,0.6417,0.6440653802871704,0.9793,0.06920453526950442,0.7132699162483215,0.6944,0.5982269311904908,0.978,0.07336403806209564,0.6715909698486328
151,0.6625,0.619050779056549,0.9814,0.058235219671577215,0.6772859993934631,0.6972,0.5954212464332581,0.974,0.08252917954027653,0.6779504202842712
152,0.6601,0.6250716059684753,0.9812,0.05857399692200124,0.6836456052780151,0.6664,0.6111518278121948,0.9776,0.06709701215110253,0.6782488406181335
153,0.6467,0.6396941916465759,0.9834,0.059712033963017164,0.6994062251091003,0.6544,0.6293139675140381,0.9748,0.09200150944383349,0.7213154767990112
154,0.6564,0.6351991748809814,0.9812,0.05898030552808196,0.6941794796943664,0.6224,0.649310260772705,0.9736,0.0892298073425889,0.7385400702476501
155,0.649,0.6318960973739624,0.9806,0.060271278327330945,0.6921673768043518,0.622,0.6420074757575989,0.9708,0.09538128737914375,0.7373887639999389
156,0.6646,0.6167348595619202,0.9799,0.062183572268486025,0.6789184323310852,0.69,0.596076123046875,0.9748,0.08033891908423975,0.6764150430679321
157,0.6473,0.6335075170516967,0.9785,0.06828448284044862,0.7017919995307922,0.7008,0.6187000102996826,0.976,0.08252286723032594,0.701222878074646
158,0.676,0.6119266699790955,0.9779,0.07227713194824756,0.6842038020133973,0.636,0.6475121451377869,0.9712,0.09359261120408774,0.74110475730896
159,0.6671,0.6219752017974853,0.9738,0.07519217934645712,0.697167382144928,0.646,0.6276363617897034,0.976,0.07290398223529337,0.700540348148346
160,0.6755,0.6167752086639404,0.98,0.0629268520284444,0.6797020609855652,0.6584,0.6333789993286133,0.9752,0.07891426886990667,0.712293268585205
161,0.6745,0.6157653918266296,0.9809,0.06435187498871237,0.6801172650337219,0.674,0.6272620484352112,0.9748,0.07313862845608965,0.7004006747245789
162,0.6372,0.6417436374664307,0.978,0.07207596487253905,0.7138196022033692,0.6316,0.6475716032981873,0.9768,0.07620450534771953,0.723776106929779
163,0.653,0.6283775232315063,0.9758,0.0730958555355668,0.7014733784675599,0.6692,0.6110201042175293,0.9752,0.07861963613741099,0.6896397400856018
164,0.6728,0.6093886953353882,0.9792,0.0655820165976882,0.6749707111358643,0.6776,0.61244654378891,0.9732,0.08494511977108195,0.6973916638851165
165,0.6401,0.6449477272033691,0.9788,0.06823630021670833,0.713184027004242,0.5828,0.665141421031952,0.976,0.09851382423788309,0.7636552434921264
166,0.646,0.6320101120948791,0.977,0.07004581633713096,0.7020559267044068,0.6584,0.6424622591972351,0.9728,0.09512904706287663,0.7375913059234619
167,0.6601,0.6195732147216797,0.9802,0.05938634384423494,0.6789595585823059,0.6952,0.5926312779426575,0.972,0.08711905900239944,0.6797503396987915
168,0.669,0.622795956993103,0.9759,0.07744760153442622,0.7002435584068298,0.6648,0.6181197815895081,0.9736,0.0939929101396352,0.712112690448761
169,0.6499,0.6274215706825257,0.9801,0.06187068039691076,0.689292249584198,0.6128,0.668355480337143,0.9696,0.11891732562296092,0.7872728051185608
170,0.6917,0.6030825890541077,0.9784,0.06642700081747026,0.6695095905303955,0.6808,0.6143701935768128,0.9744,0.08114445084581093,0.6955146443367004
171,0.7015,0.5950297951698303,0.9811,0.05843165923915804,0.6534614528656005,0.6876,0.6202612962722779,0.972,0.09138773527312442,0.7116490315914155
172,0.6826,0.6133059063911438,0.9801,0.0576573439437896,0.6709632482528687,0.676,0.6109821252822876,0.974,0.08600393832102418,0.6969860651969909
173,0.6748,0.6108503361701966,0.9809,0.05710718103572726,0.6679575161933899,0.6568,0.6277020247936249,0.9748,0.08349660407751798,0.7111986291885376
174,0.6556,0.6183722263336182,0.9815,0.059477362485043705,0.6778495889663696,0.6904,0.5939503789901733,0.9728,0.09164689027518035,0.6855972729682922
175,0.658,0.6170706175804138,0.9808,0.059789328224956986,0.6768599454879761,0.6588,0.6300032096862793,0.9744,0.1004617493208032,0.730464959526062
176,0.6633,0.6175855512619018,0.9795,0.06554905662464444,0.6831346072196961,0.6504,0.6392032451629639,0.972,0.09587963776816615,0.7350828850746155
177,0.6683,0.6164831765174865,0.9782,0.06863360541146249,0.6851167834281922,0.658,0.6380231061935425,0.9712,0.11315712969365996,0.7511802356719971
178,0.6803,0.6115979328155517,0.9792,0.06814391131848097,0.6797418441772461,0.6456,0.6168776517868042,0.9712,0.10665209472868592,0.7235297463417053
179,0.6557,0.6320770115852355,0.9798,0.06235977993905544,0.6944367909431457,0.6384,0.6478987243652343,0.9716,0.09714323158934712,0.745041954421997
180,0.6481,0.6279238021850586,0.9761,0.06961454253196717,0.6975383464813233,0.654,0.6344549279212952,0.9736,0.08959009887268767,0.7240450266838073
181,0.6534,0.6280448924064637,0.9799,0.06616559449918569,0.69421048746109,0.6236,0.6407475891113281,0.976,0.08348258017525077,0.7242301692962646
182,0.6519,0.6185836047172546,0.9802,0.06126319641731679,0.6798468015670777,0.6464,0.627880588722229,0.9764,0.08844292865246535,0.7163235184669494
183,0.6619,0.6221379722595215,0.9827,0.056722887619864194,0.6788608583450317,0.636,0.6429663927078247,0.9744,0.0863980408206582,0.7293644332885743
